grupo,subgrupo,indicador,ano,valor
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos do governo estadual,2018,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos do governo estadual,2019,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos do governo estadual,2020,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos do governo estadual,2021,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos do governo estadual,2022,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2010,4904780.58
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2011,5315619.27
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2012,4164542.92
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2013,2447313.07
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2014,4122217.72
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2015,4748371.11
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2016,7825542.54
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2017,3488939.04
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2018,2603130.17
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2019,4546299.06
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2020,2667237.48
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2021,4308009.32
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,Investimentos totais,2022,3633226.13
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2010,12062006.53
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2011,11969744.99
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2012,8566186.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2013,4712513.1
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2014,7557201.42
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2015,7983392.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2016,12226264.3
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2017,5030426.41
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2018,3593583.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2019,5983251.82
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2020,3365695.41
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2021,4816663.39
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do prestador, em R$ de 2022",2022,3633226.13
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2010,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2011,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2012,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2013,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2014,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2015,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2016,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2017,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2018,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2019,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2020,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2021,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do município, em R$ de 2022",2022,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2010,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2011,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2012,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2013,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2014,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2015,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2016,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2017,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2018,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2019,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2020,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2021,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos do governo estadual, em R$ de 2022",2022,0
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2010,12062006.53
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2011,11969744.99
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2012,8566186.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2013,4712513.1
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2014,7557201.42
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2015,7983392.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2016,12226264.3
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2017,5030426.41
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2018,3593583.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2019,5983251.82
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2020,3365695.41
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2021,4816663.39
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos totais, em R$ de 2022",2022,3633226.13
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2010,196.74
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2011,193.63
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2012,137.48
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2013,73.17
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2014,116.1
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2015,121.39
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2016,184.01
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2017,74.96
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2018,53.18
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2019,87.69
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2020,48.87
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2021,69.31
ESFORÇOS PARA UNIVERSALIZAÇÃO,ESFORÇO,"Investimentos per capita, em R$ de 2022",2022,50.52
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2010,82
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2011,91
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2012,61
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2013,42
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2014,56
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2015,49
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2016,69
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2017,45
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2018,30
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2019,50
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2020,28
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2021,37
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - investimentos,2022,28
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2010,40
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2011,44
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2012,30
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2013,21
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2014,27
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2015,24
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2016,33
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2017,22
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2018,14
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2019,24
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2020,14
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2021,18
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - investimentos,2022,13
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2010,48
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2011,53
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2012,35
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2013,24
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2014,32
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2015,28
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2016,40
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2017,26
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2018,17
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2019,29
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2020,16
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2021,21
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - investimentos,2022,16
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2010,170
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2011,188
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2012,127
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2013,87
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2014,115
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2015,101
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2016,142
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2017,92
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2018,62
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2019,104
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2020,58
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2021,76
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - investimentos,2022,57
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2010,5419475.32
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2011,6453965.48
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2012,4167510.45
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2013,1991800.59
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2014,3030674.55
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2015,3353142.54
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2016,5293108.6
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2017,2297490.96
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2018,1634552.55
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2019,2710382.78
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2020,1518414.44
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2021,2164133.17
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - investimentos, em R$ de 2022",2022,1632413.26
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2010,3834897.38
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2011,4566917.25
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2012,2948989.33
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2013,1409426.26
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2014,2144548.18
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2015,2372731.08
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2016,3745478.5
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2017,1625737.1
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2018,1156632.5
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2019,1917905.19
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2020,1074451.53
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2021,1531371.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda indireta - investimentos , em R$ de 2022",2022,1155118.71
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2010,5491344.42
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2011,6539553.22
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2012,4222776.91
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2013,2018214.38
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2014,3070865.13
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2015,3397609.45
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2016,5363301.91
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2017,2327958.6
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2018,1656228.79
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2019,2746325.88
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2020,1538550.54
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2021,2192832.31
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda induzida - investimentos, em R$ de 2022",2022,1654061.12
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2010,48679827.74
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2011,52131734.39
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2012,36801125.66
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2013,19739341.06
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2014,31605272.46
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2015,34587333.94
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2016,54505971.2
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2017,23290176.47
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2018,16841016.84
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2019,28434011.03
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2020,16197448.05
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2021,24137902.75
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda total - investimentos, em R$ de 2022",2022,18974662.24
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2010,68
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2011,71
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2012,60
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2013,62
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2014,65
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2015,64
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2016,76
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2017,75
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2018,82
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2019,75
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2020,87
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2021,92
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos diretos - operação,2022,101
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2010,57
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2011,60
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2012,50
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2013,52
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2014,55
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2015,54
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2016,64
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2017,63
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2018,69
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2019,63
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2020,73
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2021,77
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos indiretos - operação,2022,85
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2010,117
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2011,122
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2012,103
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2013,107
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2014,112
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2015,110
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2016,131
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2017,129
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2018,141
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2019,129
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2020,149
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2021,158
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Empregos induzidos - operação,2022,174
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2010,242
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2011,253
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2012,214
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2013,221
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2014,231
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2015,228
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2016,271
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2017,267
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2018,292
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2019,267
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2020,310
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2021,328
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,Emprego total - operação,2022,360
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - operação, em R$ de 2022",2010,7730538.19
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - operação, em R$ de 2022",2011,8226779.73
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - operação, em R$ de 2022",2012,9087866.25
ESFORÇOS PARA UNIVERSALIZAÇÃO,IMPACTOS,"Renda direta - operação, em R$ de 2022",2013,9813897.51
